ticker,time_published,title,source,topic,sentiment_label,sentiment_score,relevance_score,url
AMZN,2026-08-12 01:42:58,FMR LLC Trims Energizer Holdings Inc (ENR) Stake -- Shares Still 28% Undervalued on GF Value,GuruFocus,financial_markets,Neutral,0.109382,0.60452,https://www.gurufocus.com/news/9026628/fmr-llc-trims-energizer-holdings-inc-enr-stake-shares-still-28-undervalued-on-gf-value
AAPL,2026-08-12 01:42:58,FMR LLC Trims Energizer Holdings Inc (ENR) Stake -- Shares Still 28% Undervalued on GF Value,GuruFocus,financial_markets,Neutral,0.145972,0.649042,https://www.gurufocus.com/news/9026628/fmr-llc-trims-energizer-holdings-inc-enr-stake-shares-still-28-undervalued-on-gf-value
MSFT,2026-08-12 01:42:58,FMR LLC Trims Energizer Holdings Inc (ENR) Stake -- Shares Still 28% Undervalued on GF Value,GuruFocus,financial_markets,Neutral,0.147259,0.648238,https://www.gurufocus.com/news/9026628/fmr-llc-trims-energizer-holdings-inc-enr-stake-shares-still-28-undervalued-on-gf-value
NVDA,2026-08-12 01:42:58,FMR LLC Trims Energizer Holdings Inc (ENR) Stake -- Shares Still 28% Undervalued on GF Value,GuruFocus,financial_markets,Neutral,0.141127,0.604149,https://www.gurufocus.com/news/9026628/fmr-llc-trims-energizer-holdings-inc-enr-stake-shares-still-28-undervalued-on-gf-value
ICFI,2026-08-12 01:39:43,FMR LLC Boosts ICF International Inc (ICFI) Stake -- Shares Still 15% Undervalued on GF Value,GuruFocus,earnings,Bullish,0.49836,1.0,https://www.gurufocus.com/news/9026642/fmr-llc-boosts-icf-international-inc-icfi-stake-shares-still-15-undervalued-on-gf-value
AAPL,2026-08-12 01:39:43,FMR LLC Boosts ICF International Inc (ICFI) Stake -- Shares Still 15% Undervalued on GF Value,GuruFocus,earnings,Somewhat-Bullish,0.311539,0.63514,https://www.gurufocus.com/news/9026642/fmr-llc-boosts-icf-international-inc-icfi-stake-shares-still-15-undervalued-on-gf-value
AMZN,2026-08-12 01:39:43,FMR LLC Boosts ICF International Inc (ICFI) Stake -- Shares Still 15% Undervalued on GF Value,GuruFocus,earnings,Somewhat-Bullish,0.307043,0.64118,https://www.gurufocus.com/news/9026642/fmr-llc-boosts-icf-international-inc-icfi-stake-shares-still-15-undervalued-on-gf-value
GOOGL,2026-08-12 01:39:43,FMR LLC Boosts ICF International Inc (ICFI) Stake -- Shares Still 15% Undervalued on GF Value,GuruFocus,earnings,Somewhat-Bullish,0.325062,0.629134,https://www.gurufocus.com/news/9026642/fmr-llc-boosts-icf-international-inc-icfi-stake-shares-still-15-undervalued-on-gf-value
MSFT,2026-08-12 01:39:43,FMR LLC Boosts ICF International Inc (ICFI) Stake -- Shares Still 15% Undervalued on GF Value,GuruFocus,earnings,Somewhat-Bullish,0.341928,0.632548,https://www.gurufocus.com/news/9026642/fmr-llc-boosts-icf-international-inc-icfi-stake-shares-still-15-undervalued-on-gf-value
ICLR,2026-08-12 01:39:37,FMR LLC Buys Icon PLC (ICLR) -- Shares Look 21% Undervalued on GF Value,GuruFocus,earnings,Bullish,0.480262,1.0,https://www.gurufocus.com/news/9026633/fmr-llc-buys-icon-plc-iclr-shares-look-21-undervalued-on-gf-value
AAPL,2026-08-12 01:39:37,FMR LLC Buys Icon PLC (ICLR) -- Shares Look 21% Undervalued on GF Value,GuruFocus,earnings,Bullish,0.377831,0.618938,https://www.gurufocus.com/news/9026633/fmr-llc-buys-icon-plc-iclr-shares-look-21-undervalued-on-gf-value
AMZN,2026-08-12 01:39:37,FMR LLC Buys Icon PLC (ICLR) -- Shares Look 21% Undervalued on GF Value,GuruFocus,earnings,Bullish,0.373569,0.612065,https://www.gurufocus.com/news/9026633/fmr-llc-buys-icon-plc-iclr-shares-look-21-undervalued-on-gf-value
GOOGL,2026-08-12 01:39:37,FMR LLC Buys Icon PLC (ICLR) -- Shares Look 21% Undervalued on GF Value,GuruFocus,earnings,Bullish,0.394086,0.625663,https://www.gurufocus.com/news/9026633/fmr-llc-buys-icon-plc-iclr-shares-look-21-undervalued-on-gf-value
MSFT,2026-08-12 01:39:37,FMR LLC Buys Icon PLC (ICLR) -- Shares Look 21% Undervalued on GF Value,GuruFocus,earnings,Bullish,0.367149,0.637204,https://www.gurufocus.com/news/9026633/fmr-llc-buys-icon-plc-iclr-shares-look-21-undervalued-on-gf-value
MSFT,2026-08-12 01:38:24,Hedge Funds Favor Microsoft Corporation (MSFT) Over Meta Platforms Inc. (META),Yahoo Finance UK,earnings,Bullish,0.468842,1.0,https://uk.finance.yahoo.com/news/hedge-funds-favor-microsoft-corporation-214046892.html
NVDA,2026-08-12 01:38:24,Hedge Funds Favor Microsoft Corporation (MSFT) Over Meta Platforms Inc. (META),Yahoo Finance UK,earnings,Somewhat-Bullish,0.206931,0.628621,https://uk.finance.yahoo.com/news/hedge-funds-favor-microsoft-corporation-214046892.html
AMZN,2026-08-12 01:38:24,Hedge Funds Favor Microsoft Corporation (MSFT) Over Meta Platforms Inc. (META),Yahoo Finance UK,earnings,Neutral,0.033967,0.565523,https://uk.finance.yahoo.com/news/hedge-funds-favor-microsoft-corporation-214046892.html
AAPL,2026-08-12 01:38:24,Hedge Funds Favor Microsoft Corporation (MSFT) Over Meta Platforms Inc. (META),Yahoo Finance UK,earnings,Neutral,0.041351,0.580615,https://uk.finance.yahoo.com/news/hedge-funds-favor-microsoft-corporation-214046892.html
LW,2026-08-12 01:08:26,JPMORGAN CHASE & CO Trims Lamb Weston Holdings Inc (LW) Stake --,GuruFocus,financial_markets,Somewhat-Bullish,0.241986,0.953254,https://www.gurufocus.com/news/9026530/jpmorgan-chase-co-trims-lamb-weston-holdings-inc-lw-stake-shares-still-look-20-undervalued-on-gf-value
JPM,2026-08-12 01:08:26,JPMORGAN CHASE & CO Trims Lamb Weston Holdings Inc (LW) Stake --,GuruFocus,financial_markets,Neutral,0.070652,0.884664,https://www.gurufocus.com/news/9026530/jpmorgan-chase-co-trims-lamb-weston-holdings-inc-lw-stake-shares-still-look-20-undervalued-on-gf-value
CAG,2026-08-12 01:08:26,JPMORGAN CHASE & CO Trims Lamb Weston Holdings Inc (LW) Stake --,GuruFocus,financial_markets,Neutral,0.062966,0.609341,https://www.gurufocus.com/news/9026530/jpmorgan-chase-co-trims-lamb-weston-holdings-inc-lw-stake-shares-still-look-20-undervalued-on-gf-value
AAPL,2026-08-12 01:08:26,JPMORGAN CHASE & CO Trims Lamb Weston Holdings Inc (LW) Stake --,GuruFocus,financial_markets,Neutral,0.145881,0.585303,https://www.gurufocus.com/news/9026530/jpmorgan-chase-co-trims-lamb-weston-holdings-inc-lw-stake-shares-still-look-20-undervalued-on-gf-value
AMZN,2026-08-12 01:08:26,JPMORGAN CHASE & CO Trims Lamb Weston Holdings Inc (LW) Stake --,GuruFocus,financial_markets,Neutral,0.107009,0.564141,https://www.gurufocus.com/news/9026530/jpmorgan-chase-co-trims-lamb-weston-holdings-inc-lw-stake-shares-still-look-20-undervalued-on-gf-value
ELLO,2026-08-12 00:47:20,MENORA MIVTACHIM HOLDINGS LTD. Exits Ellomay Capital Ltd (ELLO) -- Stock Trades 58% Above GF Value,GuruFocus,earnings,Bearish,-0.414664,1.0,https://www.gurufocus.com/news/9026511/menora-mivtachim-holdings-ltd-exits-ellomay-capital-ltd-ello-stock-trades-58-above-gf-value
AAPL,2026-08-12 00:47:20,MENORA MIVTACHIM HOLDINGS LTD. Exits Ellomay Capital Ltd (ELLO) -- Stock Trades 58% Above GF Value,GuruFocus,earnings,Neutral,0.131588,0.611648,https://www.gurufocus.com/news/9026511/menora-mivtachim-holdings-ltd-exits-ellomay-capital-ltd-ello-stock-trades-58-above-gf-value
GOOGL,2026-08-12 00:47:20,MENORA MIVTACHIM HOLDINGS LTD. Exits Ellomay Capital Ltd (ELLO) -- Stock Trades 58% Above GF Value,GuruFocus,earnings,Neutral,0.148201,0.620698,https://www.gurufocus.com/news/9026511/menora-mivtachim-holdings-ltd-exits-ellomay-capital-ltd-ello-stock-trades-58-above-gf-value
MSFT,2026-08-12 00:47:20,MENORA MIVTACHIM HOLDINGS LTD. Exits Ellomay Capital Ltd (ELLO) -- Stock Trades 58% Above GF Value,GuruFocus,earnings,Neutral,0.122901,0.615206,https://www.gurufocus.com/news/9026511/menora-mivtachim-holdings-ltd-exits-ellomay-capital-ltd-ello-stock-trades-58-above-gf-value
NVDA,2026-08-12 00:47:20,MENORA MIVTACHIM HOLDINGS LTD. Exits Ellomay Capital Ltd (ELLO) -- Stock Trades 58% Above GF Value,GuruFocus,earnings,Neutral,0.129314,0.637502,https://www.gurufocus.com/news/9026511/menora-mivtachim-holdings-ltd-exits-ellomay-capital-ltd-ello-stock-trades-58-above-gf-value
SWMR,2026-08-11 23:41:05,Why SWMR Stock Soared Over 500% In Nasdaq Debut Today,Stocktwits,ipo,Bullish,0.714729,1.0,https://stocktwits.com/news-articles/markets/equity/swarmer-ipo-stock-surge-drone-war-demand-ceo/cZ3eHwKRIX6
AAPL,2026-08-11 23:41:05,Why SWMR Stock Soared Over 500% In Nasdaq Debut Today,Stocktwits,ipo,Neutral,-0.140188,0.606561,https://stocktwits.com/news-articles/markets/equity/swarmer-ipo-stock-surge-drone-war-demand-ceo/cZ3eHwKRIX6
SXQG,2026-08-11 23:15:13,"SXQG Dividend: 0.34% Yield, $0.00/Share — History & Dates",GuruFocus,earnings,Neutral,0.10024,1.0,https://www.gurufocus.com/etf/SXQG/dividend
GOOGL,2026-08-11 23:15:13,"SXQG Dividend: 0.34% Yield, $0.00/Share — History & Dates",GuruFocus,earnings,Neutral,0.103339,0.648205,https://www.gurufocus.com/etf/SXQG/dividend
AAPL,2026-08-11 23:15:13,"SXQG Dividend: 0.34% Yield, $0.00/Share — History & Dates",GuruFocus,earnings,Neutral,0.121344,0.605326,https://www.gurufocus.com/etf/SXQG/dividend
NVDA,2026-08-11 23:15:13,"SXQG Dividend: 0.34% Yield, $0.00/Share — History & Dates",GuruFocus,earnings,Neutral,0.118532,0.626985,https://www.gurufocus.com/etf/SXQG/dividend
MSFT,2026-08-11 23:15:13,"SXQG Dividend: 0.34% Yield, $0.00/Share — History & Dates",GuruFocus,earnings,Neutral,0.101262,0.6282,https://www.gurufocus.com/etf/SXQG/dividend
EPRX,2026-08-11 22:42:13,Eupraxia Pharmaceuticals (NASDAQ:EPRX) Issues Earnings Results,MarketBeat,earnings,Somewhat-Bullish,0.224404,1.0,https://www.marketbeat.com/instant-alerts/eupraxia-pharmaceuticals-nasdaqeprx-issues-earnings-results-2026-08-11/
AMD,2026-08-11 22:42:13,Eupraxia Pharmaceuticals (NASDAQ:EPRX) Issues Earnings Results,MarketBeat,earnings,Neutral,0.114695,0.577418,https://www.marketbeat.com/instant-alerts/eupraxia-pharmaceuticals-nasdaqeprx-issues-earnings-results-2026-08-11/
AAPL,2026-08-11 22:42:13,Eupraxia Pharmaceuticals (NASDAQ:EPRX) Issues Earnings Results,MarketBeat,earnings,Somewhat-Bullish,0.274533,0.564698,https://www.marketbeat.com/instant-alerts/eupraxia-pharmaceuticals-nasdaqeprx-issues-earnings-results-2026-08-11/
AAPL,2026-08-11 22:37:00,Apple's Glass-Centric IPhone 20 Redesign Remains On Track For 2027,RTTNews,technology,Somewhat-Bullish,0.323041,0.934366,https://www.rttnews.com/3679089/apple-s-glass-centric-iphone-20-redesign-remains-on-track-for-2027.aspx
NTSD,2026-08-11 22:13:46,"NTSD Dividend: 0.53% Yield, $0.07/Share — History & Dates",GuruFocus,financial_markets,Bullish,0.505977,1.0,https://www.gurufocus.com/etf/NTSD/dividend
NVDA,2026-08-11 22:13:46,"NTSD Dividend: 0.53% Yield, $0.07/Share — History & Dates",GuruFocus,financial_markets,Bullish,0.536046,0.646166,https://www.gurufocus.com/etf/NTSD/dividend
AAPL,2026-08-11 22:13:46,"NTSD Dividend: 0.53% Yield, $0.07/Share — History & Dates",GuruFocus,financial_markets,Bullish,0.520726,0.607332,https://www.gurufocus.com/etf/NTSD/dividend
GOOGL,2026-08-11 22:13:46,"NTSD Dividend: 0.53% Yield, $0.07/Share — History & Dates",GuruFocus,financial_markets,Bullish,0.519404,0.62975,https://www.gurufocus.com/etf/NTSD/dividend
MSFT,2026-08-11 22:13:46,"NTSD Dividend: 0.53% Yield, $0.07/Share — History & Dates",GuruFocus,financial_markets,Bullish,0.506617,0.64802,https://www.gurufocus.com/etf/NTSD/dividend
USB,2026-08-11 22:09:30,"Wrapped U.S. Bancorp Tokenized Stock (xStock) price today, wUSBx to USD live price, marketcap and chart",CoinMarketCap,blockchain,Neutral,0.027747,0.913911,https://coinmarketcap.com/currencies/wrapped-us-bancorp-tokenized-stock-xstock/
NVDA,2026-08-11 22:09:30,"Wrapped U.S. Bancorp Tokenized Stock (xStock) price today, wUSBx to USD live price, marketcap and chart",CoinMarketCap,blockchain,Neutral,0.02898,0.635471,https://coinmarketcap.com/currencies/wrapped-us-bancorp-tokenized-stock-xstock/
AAPL,2026-08-11 22:09:30,"Wrapped U.S. Bancorp Tokenized Stock (xStock) price today, wUSBx to USD live price, marketcap and chart",CoinMarketCap,blockchain,Neutral,0.037277,0.649729,https://coinmarketcap.com/currencies/wrapped-us-bancorp-tokenized-stock-xstock/
GOOGL,2026-08-11 22:09:30,"Wrapped U.S. Bancorp Tokenized Stock (xStock) price today, wUSBx to USD live price, marketcap and chart",CoinMarketCap,blockchain,Neutral,0.03467,0.642459,https://coinmarketcap.com/currencies/wrapped-us-bancorp-tokenized-stock-xstock/
MSFT,2026-08-11 22:09:30,"Wrapped U.S. Bancorp Tokenized Stock (xStock) price today, wUSBx to USD live price, marketcap and chart",CoinMarketCap,blockchain,Neutral,0.032179,0.645698,https://coinmarketcap.com/currencies/wrapped-us-bancorp-tokenized-stock-xstock/
STRZ,2026-08-11 21:44:54,"Starz Entertainment (NASDAQ:STRZ) CEO Acquires 10,000 Shares",MarketBeat,earnings,Neutral,0.149437,1.0,https://www.marketbeat.com/instant-alerts/starz-entertainment-nasdaqstrz-ceo-acquires-10000-shares-2026-08-11/
AMD,2026-08-11 21:44:54,"Starz Entertainment (NASDAQ:STRZ) CEO Acquires 10,000 Shares",MarketBeat,earnings,Neutral,-0.119443,0.569962,https://www.marketbeat.com/instant-alerts/starz-entertainment-nasdaqstrz-ceo-acquires-10000-shares-2026-08-11/
AAPL,2026-08-11 21:44:54,"Starz Entertainment (NASDAQ:STRZ) CEO Acquires 10,000 Shares",MarketBeat,earnings,Neutral,-0.118546,0.552931,https://www.marketbeat.com/instant-alerts/starz-entertainment-nasdaqstrz-ceo-acquires-10000-shares-2026-08-11/
FET,2026-08-11 21:33:22,"Insider Selling: Forum Energy Technologies (NYSE:FET) SVP Sells 1,500 Shares",MarketBeat,earnings,Neutral,0.139479,1.0,https://www.marketbeat.com/instant-alerts/insider-selling-forum-energy-technologies-nysefet-svp-sells-1500-shares-2026-08-11/
AMD,2026-08-11 21:33:22,"Insider Selling: Forum Energy Technologies (NYSE:FET) SVP Sells 1,500 Shares",MarketBeat,earnings,Somewhat-Bullish,0.247137,0.583759,https://www.marketbeat.com/instant-alerts/insider-selling-forum-energy-technologies-nysefet-svp-sells-1500-shares-2026-08-11/
AAPL,2026-08-11 21:33:22,"Insider Selling: Forum Energy Technologies (NYSE:FET) SVP Sells 1,500 Shares",MarketBeat,earnings,Neutral,0.109728,0.578554,https://www.marketbeat.com/instant-alerts/insider-selling-forum-energy-technologies-nysefet-svp-sells-1500-shares-2026-08-11/
FDRR,2026-08-11 21:27:47,Fidelity's Rate-Sensitive Dividend ETF (NYSEARCA: FDRR) Delivers Growth But Fails Income Investors After Fed Cuts,Foreign Policy Journal,financial_markets,Somewhat-Bearish,-0.247325,1.0,https://www.foreignpolicyjournal.com/2026/08/11/fidelitys-rate-sensitive-dividend-etf-nysearca-fdrr-delivers-growth-but-fails-income-investors-after-fed-cuts/
NVDA,2026-08-11 21:27:47,Fidelity's Rate-Sensitive Dividend ETF (NYSEARCA: FDRR) Delivers Growth But Fails Income Investors After Fed Cuts,Foreign Policy Journal,financial_markets,Neutral,0.135773,0.73795,https://www.foreignpolicyjournal.com/2026/08/11/fidelitys-rate-sensitive-dividend-etf-nysearca-fdrr-delivers-growth-but-fails-income-investors-after-fed-cuts/
AAPL,2026-08-11 21:27:47,Fidelity's Rate-Sensitive Dividend ETF (NYSEARCA: FDRR) Delivers Growth But Fails Income Investors After Fed Cuts,Foreign Policy Journal,financial_markets,Neutral,0.122153,0.603605,https://www.foreignpolicyjournal.com/2026/08/11/fidelitys-rate-sensitive-dividend-etf-nysearca-fdrr-delivers-growth-but-fails-income-investors-after-fed-cuts/
GOOGL,2026-08-11 21:27:47,Fidelity's Rate-Sensitive Dividend ETF (NYSEARCA: FDRR) Delivers Growth But Fails Income Investors After Fed Cuts,Foreign Policy Journal,financial_markets,Neutral,0.149779,0.647397,https://www.foreignpolicyjournal.com/2026/08/11/fidelitys-rate-sensitive-dividend-etf-nysearca-fdrr-delivers-growth-but-fails-income-investors-after-fed-cuts/
MSFT,2026-08-11 21:27:47,Fidelity's Rate-Sensitive Dividend ETF (NYSEARCA: FDRR) Delivers Growth But Fails Income Investors After Fed Cuts,Foreign Policy Journal,financial_markets,Neutral,0.133206,0.613687,https://www.foreignpolicyjournal.com/2026/08/11/fidelitys-rate-sensitive-dividend-etf-nysearca-fdrr-delivers-growth-but-fails-income-investors-after-fed-cuts/
PHGE,2026-08-11 20:58:00,Form 8K Biomx Inc For: 11 August By Investing.com,Investing.com Canada,finance,Neutral,0.021967,0.916712,https://ca.investing.com/news/stock-market-news/form-8k-biomx-inc-for-11-august-93CH-4793143
AVGO,2026-08-11 20:58:00,Form 8K Biomx Inc For: 11 August By Investing.com,Investing.com Canada,finance,Somewhat-Bearish,-0.293656,0.642298,https://ca.investing.com/news/stock-market-news/form-8k-biomx-inc-for-11-august-93CH-4793143
AAPL,2026-08-11 20:58:00,Form 8K Biomx Inc For: 11 August By Investing.com,Investing.com Canada,finance,Bearish,-0.356743,0.61722,https://ca.investing.com/news/stock-market-news/form-8k-biomx-inc-for-11-august-93CH-4793143
TSLA,2026-08-11 20:58:00,Form 8K Biomx Inc For: 11 August By Investing.com,Investing.com Canada,finance,Somewhat-Bullish,0.229911,0.603065,https://ca.investing.com/news/stock-market-news/form-8k-biomx-inc-for-11-august-93CH-4793143
AAPL,2026-08-11 20:38:58,Why Apple customers will have to wait over a year for $250M settlement,USA Today,technology,Somewhat-Bearish,-0.285334,0.983973,https://www.usatoday.com/story/money/2026/08/11/apple-250-million-settlement-payout-wait/91261063007/
AAPL,2026-08-11 20:30:58,"Apple Inc. SEC Filing (Aug 11, 2026)",Stock Titan,financial_markets,Neutral,0.007151,1.0,https://www.stocktitan.net/sec-filings/AAPL/144-apple-inc-sec-filing-1d016d1c7186.html
AAPL,2026-08-11 20:18:57,Executive who launched Apple Pay steps down after 20 years,The Business Journals,technology,Neutral,-0.143693,1.0,https://www.bizjournals.com/sanjose/news/2026/08/11/jennifer-bailey-apple-pay-retirement.html
GOOGL,2026-08-11 20:04:04,Berkshire Hathaway Q3 2026 Earnings Beat and $23.5 Billion Stock Buying Spree,24/7 Wall St.,earnings,Somewhat-Bullish,0.27785,1.0,https://247wallst.com/cards/berkshire-hathaway-q3-2026-earnings-brk-a-01kzs6afxyrtmfzyrcq8x5rzym
AMZN,2026-08-11 20:04:04,Berkshire Hathaway Q3 2026 Earnings Beat and $23.5 Billion Stock Buying Spree,24/7 Wall St.,earnings,Somewhat-Bullish,0.219127,0.743219,https://247wallst.com/cards/berkshire-hathaway-q3-2026-earnings-brk-a-01kzs6afxyrtmfzyrcq8x5rzym
AAPL,2026-08-11 20:04:04,Berkshire Hathaway Q3 2026 Earnings Beat and $23.5 Billion Stock Buying Spree,24/7 Wall St.,earnings,Somewhat-Bearish,-0.313441,0.621556,https://247wallst.com/cards/berkshire-hathaway-q3-2026-earnings-brk-a-01kzs6afxyrtmfzyrcq8x5rzym
QDEL,2026-08-11 19:42:00,Neuberger Berman Group LLC Trims QuidelOrtho Corp (QDEL) Stake -- Shares Trade 59% Below GF Value,GuruFocus,financial_markets,Bearish,-0.61899,1.0,https://www.gurufocus.com/news/9026535/neuberger-berman-group-llc-trims-quidelortho-corp-qdel-stake-shares-trade-59-below-gf-value
AAPL,2026-08-11 19:42:00,Neuberger Berman Group LLC Trims QuidelOrtho Corp (QDEL) Stake -- Shares Trade 59% Below GF Value,GuruFocus,financial_markets,Somewhat-Bullish,0.217978,0.580423,https://www.gurufocus.com/news/9026535/neuberger-berman-group-llc-trims-quidelortho-corp-qdel-stake-shares-trade-59-below-gf-value
AMZN,2026-08-11 19:42:00,Neuberger Berman Group LLC Trims QuidelOrtho Corp (QDEL) Stake -- Shares Trade 59% Below GF Value,GuruFocus,financial_markets,Somewhat-Bullish,0.221123,0.580816,https://www.gurufocus.com/news/9026535/neuberger-berman-group-llc-trims-quidelortho-corp-qdel-stake-shares-trade-59-below-gf-value
GOOGL,2026-08-11 19:42:00,Neuberger Berman Group LLC Trims QuidelOrtho Corp (QDEL) Stake -- Shares Trade 59% Below GF Value,GuruFocus,financial_markets,Somewhat-Bullish,0.232207,0.568698,https://www.gurufocus.com/news/9026535/neuberger-berman-group-llc-trims-quidelortho-corp-qdel-stake-shares-trade-59-below-gf-value
MSFT,2026-08-11 19:42:00,Neuberger Berman Group LLC Trims QuidelOrtho Corp (QDEL) Stake -- Shares Trade 59% Below GF Value,GuruFocus,financial_markets,Somewhat-Bullish,0.210522,0.573783,https://www.gurufocus.com/news/9026535/neuberger-berman-group-llc-trims-quidelortho-corp-qdel-stake-shares-trade-59-below-gf-value
IWO,2026-08-11 19:41:59,Mega Cap Growth ETF vs Small Cap Growth ETF: Which Wins?,The Motley Fool,financial_markets,Bullish,0.392242,1.0,https://www.fool.com/coverage/etfs/2026/08/11/mega-cap-growth-etf-vs-small-cap-growth-etf-which-wins/
NVDA,2026-08-11 19:41:59,Mega Cap Growth ETF vs Small Cap Growth ETF: Which Wins?,The Motley Fool,financial_markets,Bullish,0.374011,0.706848,https://www.fool.com/coverage/etfs/2026/08/11/mega-cap-growth-etf-vs-small-cap-growth-etf-which-wins/
AAPL,2026-08-11 19:41:59,Mega Cap Growth ETF vs Small Cap Growth ETF: Which Wins?,The Motley Fool,financial_markets,Bullish,0.391457,0.69064,https://www.fool.com/coverage/etfs/2026/08/11/mega-cap-growth-etf-vs-small-cap-growth-etf-which-wins/
MSFT,2026-08-11 19:41:59,Mega Cap Growth ETF vs Small Cap Growth ETF: Which Wins?,The Motley Fool,financial_markets,Bullish,0.369629,0.68149,https://www.fool.com/coverage/etfs/2026/08/11/mega-cap-growth-etf-vs-small-cap-growth-etf-which-wins/
AAPL,2026-08-11 19:24:59,Jefferies Downgrades Apple as iPhone Worries Mount. What This Means for AAPL Stock.,Barchart.com,earnings,Neutral,0.008403,0.347494,https://www.barchart.com/story/news/3787105/jefferies-downgrades-apple-as-iphone-worries-mount-what-this-means-for-aapl-stock
AAPL,2026-08-11 18:05:04,Apple Pay chief Jennifer Bailey to retire in October - report,Investing.com,technology,Neutral,0.09671,1.0,https://www.investing.com/news/stock-market-news/apple-pay-chief-jennifer-bailey-to-retire-in-october--report-4852405
AAPL,2026-08-11 17:49:04,Apple Executive in Charge of Pay and Wallet Services Is Leaving,Bloomberg,technology,Neutral,-0.105377,1.0,https://www.bloomberg.com/news/articles/2026-08-11/apple-executive-in-charge-of-apple-pay-and-wallet-services-is-leaving
ZG,2026-08-11 17:40:38,Form 8K Zillow Group Inc Class C For: 11 August By Investing.com,Investing.com Canada,financial_markets,Neutral,0.046323,0.936489,https://ca.investing.com/news/stock-market-news/form-8k-zillow-group-inc-class-c-for-11-august-93CH-4792726
AVGO,2026-08-11 17:40:38,Form 8K Zillow Group Inc Class C For: 11 August By Investing.com,Investing.com Canada,financial_markets,Somewhat-Bearish,-0.22031,0.602215,https://ca.investing.com/news/stock-market-news/form-8k-zillow-group-inc-class-c-for-11-august-93CH-4792726
AAPL,2026-08-11 17:40:38,Form 8K Zillow Group Inc Class C For: 11 August By Investing.com,Investing.com Canada,financial_markets,Somewhat-Bearish,-0.224027,0.644981,https://ca.investing.com/news/stock-market-news/form-8k-zillow-group-inc-class-c-for-11-august-93CH-4792726
TSLA,2026-08-11 17:40:38,Form 8K Zillow Group Inc Class C For: 11 August By Investing.com,Investing.com Canada,financial_markets,Neutral,0.110933,0.629885,https://ca.investing.com/news/stock-market-news/form-8k-zillow-group-inc-class-c-for-11-august-93CH-4792726
AAPL,2026-08-11 17:25:00,Apple Sued Over Alleged Privacy Gaps in ‘Private Relay’ Service,Bloomberg Law News,technology,Bearish,-0.444623,1.0,https://news.bloomberglaw.com/business-and-practice/apple-sued-over-alleged-privacy-gaps-in-private-relay-service
AAPL,2026-08-11 16:48:07,Apple class action alleges Hide My Email feature does not work as advertised,Top Class Actions,technology,Bearish,-0.422913,1.0,https://topclassactions.com/lawsuit-settlements/lawsuit-news/apple-class-action-alleges-hide-my-email-feature-does-not-work-as-advertised/
AAPL,2026-08-11 14:51:00,"Amazon.com, Inc. (AMZN) vs. Apple Inc. (AAPL): Hedge Funds Favor One over the Other",Yahoo Finance,earnings,Bearish,-0.4221,1.0,https://finance.yahoo.com/markets/stocks/articles/amazon-com-inc-amzn-vs-185154577.html
AMZN,2026-08-11 14:51:00,"Amazon.com, Inc. (AMZN) vs. Apple Inc. (AAPL): Hedge Funds Favor One over the Other",Yahoo Finance,earnings,Bullish,0.432534,0.959884,https://finance.yahoo.com/markets/stocks/articles/amazon-com-inc-amzn-vs-185154577.html
MSFT,2026-08-11 14:51:00,"Amazon.com, Inc. (AMZN) vs. Apple Inc. (AAPL): Hedge Funds Favor One over the Other",Yahoo Finance,earnings,Neutral,0.126615,0.612479,https://finance.yahoo.com/markets/stocks/articles/amazon-com-inc-amzn-vs-185154577.html
GOOGL,2026-08-11 14:51:00,"Amazon.com, Inc. (AMZN) vs. Apple Inc. (AAPL): Hedge Funds Favor One over the Other",Yahoo Finance,earnings,Neutral,0.135517,0.642682,https://finance.yahoo.com/markets/stocks/articles/amazon-com-inc-amzn-vs-185154577.html
META,2026-08-11 14:51:00,"Amazon.com, Inc. (AMZN) vs. Apple Inc. (AAPL): Hedge Funds Favor One over the Other",Yahoo Finance,earnings,Neutral,0.126745,0.602206,https://finance.yahoo.com/markets/stocks/articles/amazon-com-inc-amzn-vs-185154577.html
SBUX,2026-08-11 14:39:03,"Almost all top US companies, including Starbucks, Alphabet, had board diversity rules. Now most are gone",Moneycontrol.com,finance,Somewhat-Bearish,-0.28081,1.0,https://www.moneycontrol.com/news/business/companies/almost-all-top-us-companies-including-starbucks-alphabet-had-board-diversity-rules-now-most-are-gone-14002171.html
GOOGL,2026-08-11 14:39:03,"Almost all top US companies, including Starbucks, Alphabet, had board diversity rules. Now most are gone",Moneycontrol.com,finance,Somewhat-Bearish,-0.224399,0.803337,https://www.moneycontrol.com/news/business/companies/almost-all-top-us-companies-including-starbucks-alphabet-had-board-diversity-rules-now-most-are-gone-14002171.html
AAPL,2026-08-11 14:39:03,"Almost all top US companies, including Starbucks, Alphabet, had board diversity rules. Now most are gone",Moneycontrol.com,finance,Somewhat-Bearish,-0.229024,0.742455,https://www.moneycontrol.com/news/business/companies/almost-all-top-us-companies-including-starbucks-alphabet-had-board-diversity-rules-now-most-are-gone-14002171.html
AMZN,2026-08-11 14:39:03,"Almost all top US companies, including Starbucks, Alphabet, had board diversity rules. Now most are gone",Moneycontrol.com,finance,Somewhat-Bearish,-0.231517,0.743723,https://www.moneycontrol.com/news/business/companies/almost-all-top-us-companies-including-starbucks-alphabet-had-board-diversity-rules-now-most-are-gone-14002171.html
